"Tabela 202 - População residente, por sexo e situação do domicílio"
"Variável - População residente - percentual do total geral"
"Cód.","Município","Situação do domicílio","Ano x Sexo"
"Cód.","Município","Situação do domicílio","2000","2010"
"Cód.","Município","Situação do domicílio","Total","Total"
"3522208","Itapecerica da Serra (SP)","Urbana","98.95","99.17"
"3522307","Itapetininga (SP)","Urbana","89.31","90.77"
"3522406","Itapeva (SP)","Urbana","73.56","84.28"
"3522505","Itapevi (SP)","Urbana","100.00","100.00"
"3522604","Itapira (SP)","Urbana","91.58","92.76"
"3522653","Itapirapuã Paulista (SP)","Urbana","46.18","48.76"
"3522703","Itápolis (SP)","Urbana","85.14","90.70"
"3522802","Itaporanga (SP)","Urbana","69.19","75.83"
"3522901","Itapuí (SP)","Urbana","92.45","95.54"
"3523008","Itapura (SP)","Urbana","86.82","79.92"
"3523107","Itaquaquecetuba (SP)","Urbana","100.00","100.00"
"3523206","Itararé (SP)","Urbana","91.95","92.36"
"3523305","Itariri (SP)","Urbana","54.69","63.85"
"3523404","Itatiba (SP)","Urbana","81.19","84.42"
"3523503","Itatinga (SP)","Urbana","87.61","90.96"
"3523602","Itirapina (SP)","Urbana","87.08","90.19"
"3523701","Itirapuã (SP)","Urbana","79.67","83.34"
"3523800","Itobi (SP)","Urbana","83.10","90.11"
"3523909","Itu (SP)","Urbana","91.56","93.59"
"3524006","Itupeva (SP)","Urbana","73.60","86.84"
"3524105","Ituverava (SP)","Urbana","94.36","94.15"
"3524204","Jaborandi (SP)","Urbana","91.17","93.54"
"3524303","Jaboticabal (SP)","Urbana","94.71","97.02"
"3524402","Jacareí (SP)","Urbana","95.86","98.62"
"3524501","Jaci (SP)","Urbana","72.21","86.11"
"3524600","Jacupiranga (SP)","Urbana","58.93","54.45"
"3524709","Jaguariúna (SP)","Urbana","87.21","97.12"
"3524808","Jales (SP)","Urbana","91.67","94.10"
"3524907","Jambeiro (SP)","Urbana","48.45","47.88"
"3525003","Jandira (SP)","Urbana","100.00","100.00"
"3525102","Jardinópolis (SP)","Urbana","91.33","95.96"
"3525201","Jarinu (SP)","Urbana","64.46","77.28"
"3525300","Jaú (SP)","Urbana","95.62","96.87"
"3525409","Jeriquara (SP)","Urbana","76.52","82.47"
"3525508","Joanópolis (SP)","Urbana","100.00","100.00"
"3525607","João Ramalho (SP)","Urbana","80.04","85.37"
"3525706","José Bonifácio (SP)","Urbana","87.13","90.60"
"3525805","Júlio Mesquita (SP)","Urbana","92.41","95.12"
"3525854","Jumirim (SP)","Urbana","49.77","58.01"
"3525904","Jundiaí (SP)","Urbana","92.83","95.70"
"3526001","Junqueirópolis (SP)","Urbana","78.92","82.23"
"3526100","Juquiá (SP)","Urbana","60.64","63.07"
"3526209","Juquitiba (SP)","Urbana","65.71","77.39"
"3526308","Lagoinha (SP)","Urbana","58.04","64.82"
"3526407","Laranjal Paulista (SP)","Urbana","88.43","89.55"
"3526506","Lavínia (SP)","Urbana","80.57","48.81"
"3526605","Lavrinhas (SP)","Urbana","88.33","91.79"
"3526704","Leme (SP)","Urbana","96.45","97.94"
"3526803","Lençóis Paulista (SP)","Urbana","95.11","97.76"
"3526902","Limeira (SP)","Urbana","95.70","97.02"
"3527009","Lindóia (SP)","Urbana","88.46","100.00"
"3527108","Lins (SP)","Urbana","97.37","98.83"
"3527207","Lorena (SP)","Urbana","96.29","97.14"
"3527256","Lourdes (SP)","Urbana","77.33","81.95"
"3527306","Louveira (SP)","Urbana","91.57","96.15"
"3527405","Lucélia (SP)","Urbana","85.71","86.61"
"3527504","Lucianópolis (SP)","Urbana","76.56","79.15"
"3527603","Luís Antônio (SP)","Urbana","91.59","96.59"
"3527702","Luiziânia (SP)","Urbana","86.69","91.67"
"3527801","Lupércio (SP)","Urbana","49.86","88.79"
"3527900","Lutécia (SP)","Urbana","74.01","79.51"
"3528007","Macatuba (SP)","Urbana","95.18","97.03"
"3528106","Macaubal (SP)","Urbana","84.60","88.39"
"3528205","Macedônia (SP)","Urbana","71.31","75.79"
"3528304","Magda (SP)","Urbana","79.74","82.97"
"3528403","Mairinque (SP)","Urbana","85.90","80.26"
"3528502","Mairiporã (SP)","Urbana","79.98","87.39"
"3528601","Manduri (SP)","Urbana","77.03","86.50"
"3528700","Marabá Paulista (SP)","Urbana","55.37","44.51"
"3528809","Maracaí (SP)","Urbana","87.82","90.65"
"3528858","Marapoama (SP)","Urbana","68.99","83.52"
"3528908","Mariápolis (SP)","Urbana","72.73","80.11"
"3529005","Marília (SP)","Urbana","96.14","95.51"
"3529104","Marinópolis (SP)","Urbana","75.03","79.08"
"3529203","Martinópolis (SP)","Urbana","80.44","83.99"
"3529302","Matão (SP)","Urbana","96.40","98.17"
"3529401","Mauá (SP)","Urbana","100.00","100.00"
"3529500","Mendonça (SP)","Urbana","73.53","81.75"
"3529609","Meridiano (SP)","Urbana","66.01","69.36"
"3529658","Mesópolis (SP)","Urbana","63.06","77.84"
"3529708","Miguelópolis (SP)","Urbana","92.33","94.20"
"3529807","Mineiros do Tietê (SP)","Urbana","96.07","95.53"
"3529906","Miracatu (SP)","Urbana","48.75","51.41"
"3530003","Mira Estrela (SP)","Urbana","74.77","66.70"
"3530102","Mirandópolis (SP)","Urbana","85.93","88.98"
"3530201","Mirante do Paranapanema (SP)","Urbana","60.65","58.88"
"3530300","Mirassol (SP)","Urbana","96.37","97.47"
"3530409","Mirassolândia (SP)","Urbana","83.51","81.30"
"3530508","Mococa (SP)","Urbana","87.36","92.24"
"3530607","Mogi das Cruzes (SP)","Urbana","91.48","92.14"
"3530706","Mogi Guaçu (SP)","Urbana","93.52","94.94"
"3530805","Mogi Mirim (SP)","Urbana","89.73","93.57"
"3530904","Mombuca (SP)","Urbana","73.09","82.21"
"3531001","Monções (SP)","Urbana","84.82","86.12"
"3531100","Mongaguá (SP)","Urbana","99.56","99.56"
"3531209","Monte Alegre do Sul (SP)","Urbana","51.92","57.20"
"3531308","Monte Alto (SP)","Urbana","93.47","95.50"
"3531407","Monte Aprazível (SP)","Urbana","86.55","91.07"
"3531506","Monte Azul Paulista (SP)","Urbana","89.82","93.57"
"3531605","Monte Castelo (SP)","Urbana","73.47","79.03"
"3531704","Monteiro Lobato (SP)","Urbana","41.91","43.16"
"3531803","Monte Mor (SP)","Urbana","91.52","93.93"
"3531902","Morro Agudo (SP)","Urbana","89.67","95.85"
"3532009","Morungaba (SP)","Urbana","78.56","85.40"
"3532058","Motuca (SP)","Urbana","63.19","72.45"
"3532108","Murutinga do Sul (SP)","Urbana","65.32","61.47"
"3532157","Nantes (SP)","Urbana","73.12","89.80"
"3532207","Narandiba (SP)","Urbana","60.97","72.41"
"3532306","Natividade da Serra (SP)","Urbana","41.04","41.75"
"3532405","Nazaré Paulista (SP)","Urbana","40.46","84.75"
"3532504","Neves Paulista (SP)","Urbana","86.94","90.24"
"3532603","Nhandeara (SP)","Urbana","77.29","81.01"
"3532702","Nipoã (SP)","Urbana","85.86","88.84"
"3532801","Nova Aliança (SP)","Urbana","75.90","82.86"
"3532827","Nova Campina (SP)","Urbana","53.16","67.67"
"3532843","Nova Canaã Paulista (SP)","Urbana","33.11","41.63"
"3532868","Nova Castilho (SP)","Urbana","49.04","66.31"
"3532900","Nova Europa (SP)","Urbana","88.61","92.74"
"3533007","Nova Granada (SP)","Urbana","88.36","92.67"
"3533106","Nova Guataporanga (SP)","Urbana","82.80","86.82"
"3533205","Nova Independência (SP)","Urbana","72.90","79.73"
"3533254","Novais (SP)","Urbana","82.76","91.05"
"3533304","Nova Luzitânia (SP)","Urbana","83.23","89.71"
"3533403","Nova Odessa (SP)","Urbana","97.72","98.37"
"3533502","Novo Horizonte (SP)","Urbana","89.16","93.05"
"3533601","Nuporanga (SP)","Urbana","80.41","90.73"
"3533700","Ocauçu (SP)","Urbana","69.98","79.85"
"3533809","Óleo (SP)","Urbana","59.22","65.96"
"3533908","Olímpia (SP)","Urbana","92.68","94.44"
"3534005","Onda Verde (SP)","Urbana","67.95","78.35"
"3534104","Oriente (SP)","Urbana","86.03","93.41"
"3534203","Orindiúva (SP)","Urbana","88.51","92.04"
"3534302","Orlândia (SP)","Urbana","97.79","97.42"
"3534401","Osasco (SP)","Urbana","100.00","100.00"
"3534500","Oscar Bressane (SP)","Urbana","75.51","82.74"
"3534609","Osvaldo Cruz (SP)","Urbana","88.17","89.86"
"3534708","Ourinhos (SP)","Urbana","95.21","97.42"
"3534757","Ouroeste (SP)","Urbana","74.10","89.78"
"3534807","Ouro Verde (SP)","Urbana","88.77","92.00"
"3534906","Pacaembu (SP)","Urbana","75.87","73.68"
"3535002","Palestina (SP)","Urbana","79.43","83.14"
"3535101","Palmares Paulista (SP)","Urbana","96.08","97.12"
"3535200","Palmeira d'Oeste (SP)","Urbana","68.64","75.83"
"3535309","Palmital (SP)","Urbana","81.12","91.70"
"3535408","Panorama (SP)","Urbana","92.79","97.13"
"3535507","Paraguaçu Paulista (SP)","Urbana","92.45","90.62"
"3535606","Paraibuna (SP)","Urbana","31.13","30.15"
"3535705","Paraíso (SP)","Urbana","82.10","87.96"
"3535804","Paranapanema (SP)","Urbana","75.23","81.29"
"3535903","Paranapuã (SP)","Urbana","83.40","88.96"
"3536000","Parapuã (SP)","Urbana","76.49","82.04"
"3536109","Pardinho (SP)","Urbana","63.23","78.63"
"3536208","Pariquera-Açu (SP)","Urbana","66.42","68.64"
"3536257","Parisi (SP)","Urbana","77.36","80.86"
"3536307","Patrocínio Paulista (SP)","Urbana","75.39","80.76"
"3536406","Paulicéia (SP)","Urbana","74.20","83.14"
"3536505","Paulínia (SP)","Urbana","98.90","99.91"
"3536570","Paulistânia (SP)","Urbana","56.16","68.13"
"3536604","Paulo de Faria (SP)","Urbana","87.85","90.23"
"3536703","Pederneiras (SP)","Urbana","93.11","93.00"
"3536802","Pedra Bela (SP)","Urbana","21.48","24.91"
"3536901","Pedranópolis (SP)","Urbana","60.42","62.20"
"3537008","Pedregulho (SP)","Urbana","72.76","73.78"
"3537107","Pedreira (SP)","Urbana","96.91","99.16"
"3537156","Pedrinhas Paulista (SP)","Urbana","80.88","84.35"
"3537206","Pedro de Toledo (SP)","Urbana","67.04","68.92"
"3537305","Penápolis (SP)","Urbana","92.65","95.51"
"3537404","Pereira Barreto (SP)","Urbana","92.46","93.08"
"3537503","Pereiras (SP)","Urbana","66.91","66.78"
"3537602","Peruíbe (SP)","Urbana","97.90","98.88"
"3537701","Piacatu (SP)","Urbana","82.31","88.20"
"3537800","Piedade (SP)","Urbana","44.00","45.57"
"3537909","Pilar do Sul (SP)","Urbana","72.96","78.57"
"3538006","Pindamonhangaba (SP)","Urbana","94.49","96.40"
"3538105","Pindorama (SP)","Urbana","92.19","94.65"
"3538204","Pinhalzinho (SP)","Urbana","48.16","49.26"
"3538303","Piquerobi (SP)","Urbana","70.56","75.46"
"3538501","Piquete (SP)","Urbana","93.48","93.66"
"3538600","Piracaia (SP)","Urbana","100.00","100.00"
"3538709","Piracicaba (SP)","Urbana","96.42","97.85"
"3538808","Piraju (SP)","Urbana","87.09","89.92"
"3538907","Pirajuí (SP)","Urbana","80.95","81.49"
"3539004","Pirangi (SP)","Urbana","86.54","89.69"
"3539103","Pirapora do Bom Jesus (SP)","Urbana","99.94","100.00"
"3539202","Pirapozinho (SP)","Urbana","93.72","95.01"
"3539301","Pirassununga (SP)","Urbana","88.79","91.63"
"3539400","Piratininga (SP)","Urbana","83.68","85.75"
"3539509","Pitangueiras (SP)","Urbana","94.06","96.15"
"3539608","Planalto (SP)","Urbana","77.08","84.38"
"3539707","Platina (SP)","Urbana","73.91","78.73"
"3539806","Poá (SP)","Urbana","98.82","98.42"
"3539905","Poloni (SP)","Urbana","89.32","89.01"
"3540002","Pompéia (SP)","Urbana","92.03","93.04"
"3540101","Pongaí (SP)","Urbana","78.77","84.03"
"3540200","Pontal (SP)","Urbana","96.31","98.13"
"3540259","Pontalinda (SP)","Urbana","75.78","82.99"
"3540309","Pontes Gestal (SP)","Urbana","76.21","84.31"
"3540408","Populina (SP)","Urbana","76.97","80.80"
"3540507","Porangaba (SP)","Urbana","52.18","48.28"
"3540606","Porto Feliz (SP)","Urbana","80.42","84.05"
"3540705","Porto Ferreira (SP)","Urbana","96.06","98.21"
"3540754","Potim (SP)","Urbana","95.31","75.83"
"3540804","Potirendaba (SP)","Urbana","85.56","89.87"
"3540853","Pracinha (SP)","Urbana","82.88","47.90"
"3540903","Pradópolis (SP)","Urbana","91.97","92.65"
"3541000","Praia Grande (SP)","Urbana","100.00","100.00"
"3541059","Pratânia (SP)","Urbana","68.86","75.78"
"3541109","Presidente Alves (SP)","Urbana","76.79","83.22"
"3541208","Presidente Bernardes (SP)","Urbana","69.25","77.38"
"3541307","Presidente Epitácio (SP)","Urbana","92.51","93.29"
"3541406","Presidente Prudente (SP)","Urbana","97.91","97.96"
"3541505","Presidente Venceslau (SP)","Urbana","92.52","95.68"
"3541604","Promissão (SP)","Urbana","82.41","84.29"
"3541653","Quadra (SP)","Urbana","25.27","25.59"
"3541703","Quatá (SP)","Urbana","90.50","93.84"
"3541802","Queiroz (SP)","Urbana","76.42","84.94"
"3541901","Queluz (SP)","Urbana","86.11","82.01"
"3542008","Quintana (SP)","Urbana","90.30","91.51"
"3542107","Rafard (SP)","Urbana","85.75","88.14"
"3542206","Rancharia (SP)","Urbana","86.85","89.67"
"3542305","Redenção da Serra (SP)","Urbana","40.20","57.14"
"3542404","Regente Feijó (SP)","Urbana","89.81","92.19"
"3542503","Reginópolis (SP)","Urbana","79.80","59.57"
"3542602","Registro (SP)","Urbana","80.12","88.77"
"3542701","Restinga (SP)","Urbana","74.18","78.62"
"3542800","Ribeira (SP)","Urbana","28.69","36.81"
"3542909","Ribeirão Bonito (SP)","Urbana","88.56","92.46"
"3543006","Ribeirão Branco (SP)","Urbana","42.32","50.87"
"3543105","Ribeirão Corrente (SP)","Urbana","75.73","79.50"
"3543204","Ribeirão do Sul (SP)","Urbana","63.58","74.11"
"3543238","Ribeirão dos Índios (SP)","Urbana","79.21","84.59"
"3543253","Ribeirão Grande (SP)","Urbana","31.46","31.58"
"3543303","Ribeirão Pires (SP)","Urbana","100.00","100.00"
"3543402","Ribeirão Preto (SP)","Urbana","99.57","99.72"
"3543501","Riversul (SP)","Urbana","70.11","72.89"
"3543600","Rifaina (SP)","Urbana","86.20","87.54"
"3543709","Rincão (SP)","Urbana","79.93","81.24"
"3543808","Rinópolis (SP)","Urbana","77.50","86.93"
"3543907","Rio Claro (SP)","Urbana","97.18","97.57"
"3544004","Rio das Pedras (SP)","Urbana","93.45","96.82"
"3544103","Rio Grande da Serra (SP)","Urbana","100.00","100.00"
"3544202","Riolândia (SP)","Urbana","80.14","79.11"
"3544251","Rosana (SP)","Urbana","25.58","80.53"
"3544301","Roseira (SP)","Urbana","93.42","94.97"
"3544400","Rubiácea (SP)","Urbana","54.26","57.27"
"3544509","Rubinéia (SP)","Urbana","73.27","82.29"
"3544608","Sabino (SP)","Urbana","82.61","87.69"
"3544707","Sagres (SP)","Urbana","64.70","75.95"
"3544806","Sales (SP)","Urbana","78.00","90.02"
"3544905","Sales Oliveira (SP)","Urbana","84.09","90.55"
"3545001","Salesópolis (SP)","Urbana","60.88","63.66"
"3545100","Salmourão (SP)","Urbana","80.91","89.68"
"3545159","Saltinho (SP)","Urbana","83.00","83.45"
"3545209","Salto (SP)","Urbana","98.83","99.30"
"3545308","Salto de Pirapora (SP)","Urbana","78.08","78.40"
"3545407","Salto Grande (SP)","Urbana","87.48","90.28"
"3545506","Sandovalina (SP)","Urbana","56.65","69.78"
"3545605","Santa Adélia (SP)","Urbana","89.75","94.61"
"3545704","Santa Albertina (SP)","Urbana","79.36","85.46"
"3545803","Santa Bárbara d'Oeste (SP)","Urbana","98.73","99.22"
"3546009","Santa Branca (SP)","Urbana","90.09","88.21"
"3546108","Santa Clara d'Oeste (SP)","Urbana","68.96","75.38"
"3546207","Santa Cruz da Conceição (SP)","Urbana","54.77","67.67"
"3546256","Santa Cruz da Esperança (SP)","Urbana","66.65","67.74"
"3546306","Santa Cruz das Palmeiras (SP)","Urbana","94.02","96.89"
"3546405","Santa Cruz do Rio Pardo (SP)","Urbana","85.83","91.42"
"3546504","Santa Ernestina (SP)","Urbana","76.50","92.40"
"3546603","Santa Fé do Sul (SP)","Urbana","93.96","96.06"
"3546702","Santa Gertrudes (SP)","Urbana","97.62","98.94"
"3546801","Santa Isabel (SP)","Urbana","75.48","78.47"
"3546900","Santa Lúcia (SP)","Urbana","89.71","94.01"
"3547007","Santa Maria da Serra (SP)","Urbana","84.53","88.16"
"3547106","Santa Mercedes (SP)","Urbana","79.59","86.82"
"3547205","Santana da Ponte Pensa (SP)","Urbana","58.39","66.85"
"3547304","Santana de Parnaíba (SP)","Urbana","100.00","100.00"
"3547403","Santa Rita d'Oeste (SP)","Urbana","57.66","69.72"
"3547502","Santa Rita do Passa Quatro (SP)","Urbana","86.05","89.51"
"3547601","Santa Rosa de Viterbo (SP)","Urbana","94.22","95.33"
"3547650","Santa Salete (SP)","Urbana","39.23","56.60"
"3547700","Santo Anastácio (SP)","Urbana","91.78","93.19"
"3547809","Santo André (SP)","Urbana","100.00","100.00"
"3547908","Santo Antônio da Alegria (SP)","Urbana","72.76","74.06"
"3548005","Santo Antônio de Posse (SP)","Urbana","80.96","91.21"
"3548054","Santo Antônio do Aracanguá (SP)","Urbana","65.46","78.30"
"3548104","Santo Antônio do Jardim (SP)","Urbana","53.20","59.43"
"3548203","Santo Antônio do Pinhal (SP)","Urbana","47.90","59.44"
"3548302","Santo Expedito (SP)","Urbana","79.22","88.41"
"3548401","Santópolis do Aguapeí (SP)","Urbana","94.00","96.63"
"3548500","Santos (SP)","Urbana","99.47","99.93"
"3548609","São Bento do Sapucaí (SP)","Urbana","44.68","48.15"
"3548708","São Bernardo do Campo (SP)","Urbana","98.26","98.33"
"3548807","São Caetano do Sul (SP)","Urbana","100.00","100.00"
"3548906","São Carlos (SP)","Urbana","95.04","96.00"
"3549003","São Francisco (SP)","Urbana","71.78","77.59"
"3549102","São João da Boa Vista (SP)","Urbana","92.72","96.01"
"3549201","São João das Duas Pontes (SP)","Urbana","75.75","76.42"
"3549250","São João de Iracema (SP)","Urbana","69.30","81.57"
"3549300","São João do Pau d'Alho (SP)","Urbana","73.90","81.07"
"3549409","São Joaquim da Barra (SP)","Urbana","98.11","98.21"
"3549508","São José da Bela Vista (SP)","Urbana","86.28","89.04"
"3549607","São José do Barreiro (SP)","Urbana","59.64","70.37"
"3549706","São José do Rio Pardo (SP)","Urbana","83.14","88.55"
"3549805","São José do Rio Preto (SP)","Urbana","94.08","93.93"
"3549904","São José dos Campos (SP)","Urbana","98.78","97.97"
"3549953","São Lourenço da Serra (SP)","Urbana","88.38","91.03"
"3550001","São Luiz do Paraitinga (SP)","Urbana","58.92","59.44"
"3550100","São Manuel (SP)","Urbana","93.15","97.58"
"3550209","São Miguel Arcanjo (SP)","Urbana","58.40","68.37"
"3550308","São Paulo (SP)","Urbana","94.05","99.10"
"3550407","São Pedro (SP)","Urbana","80.41","84.03"
"3550506","São Pedro do Turvo (SP)","Urbana","63.86","71.55"
"3550605","São Roque (SP)","Urbana","73.12","90.70"
"3550704","São Sebastião (SP)","Urbana","98.99","98.87"
"3550803","São Sebastião da Grama (SP)","Urbana","60.17","65.88"
"3550902","São Simão (SP)","Urbana","87.31","90.12"
"3551009","São Vicente (SP)","Urbana","99.95","99.81"
"3551108","Sarapuí (SP)","Urbana","65.38","73.62"
"3551207","Sarutaiá (SP)","Urbana","75.61","81.64"
"3551306","Sebastianópolis do Sul (SP)","Urbana","64.77","77.43"
"3551405","Serra Azul (SP)","Urbana","91.43","71.22"
"3551504","Serrana (SP)","Urbana","97.60","98.94"
"3551603","Serra Negra (SP)","Urbana","86.42","86.76"
"3551702","Sertãozinho (SP)","Urbana","95.63","98.82"
"3551801","Sete Barras (SP)","Urbana","33.86","55.29"
"3551900","Severínia (SP)","Urbana","89.39","95.31"
"3552007","Silveiras (SP)","Urbana","45.57","49.71"
"3552106","Socorro (SP)","Urbana","64.15","67.99"
"3552205","Sorocaba (SP)","Urbana","98.63","98.98"
"3552304","Sud Mennucci (SP)","Urbana","85.72","85.93"
"3552403","Sumaré (SP)","Urbana","98.58","98.82"
"3552502","Suzano (SP)","Urbana","96.82","96.48"
"3552551","Suzanápolis (SP)","Urbana","69.50","66.75"
"3552601","Tabapuã (SP)","Urbana","85.93","92.57"
"3552700","Tabatinga (SP)","Urbana","78.39","85.65"
"3552809","Taboão da Serra (SP)","Urbana","100.00","100.00"
"3552908","Taciba (SP)","Urbana","81.25","84.91"
"3553005","Taguaí (SP)","Urbana","85.82","71.64"
"3553104","Taiaçu (SP)","Urbana","86.26","90.58"
"3553203","Taiúva (SP)","Urbana","86.41","91.19"
"3553302","Tambaú (SP)","Urbana","85.56","88.86"
"3553401","Tanabi (SP)","Urbana","79.64","90.36"
"3553500","Tapiraí (SP)","Urbana","67.53","71.49"
"3553609","Tapiratiba (SP)","Urbana","71.25","82.47"
"3553658","Taquaral (SP)","Urbana","94.82","95.85"
"3553708","Taquaritinga (SP)","Urbana","91.41","94.78"
"3553807","Taquarituba (SP)","Urbana","83.38","87.83"
"3553856","Taquarivaí (SP)","Urbana","51.02","54.57"
"3553906","Tarabai (SP)","Urbana","90.34","92.46"
"3553955","Tarumã (SP)","Urbana","89.79","94.11"
"3554003","Tatuí (SP)","Urbana","91.63","95.28"
"3554102","Taubaté (SP)","Urbana","94.14","97.84"
"3554201","Tejupá (SP)","Urbana","51.03","64.88"
"3554300","Teodoro Sampaio (SP)","Urbana","79.60","81.20"
"3554409","Terra Roxa (SP)","Urbana","93.23","95.32"
"3554508","Tietê (SP)","Urbana","90.44","90.92"
"3554607","Timburi (SP)","Urbana","66.35","72.71"
"3554656","Torre de Pedra (SP)","Urbana","58.63","65.17"
